Resource,Zone,StartCap,RetCap,NewCap,EndCap,CapacityConstraintDual,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
PJMW_landbasedwind_class3_moderate_4_anyQual:0,16,0.1,0,0.625263643,0.725263643,0,0,0,0,0,0,0,0,0
PJMW_landbasedwind_class3_moderate_5_anyQual:1,16,0.2,0,1.288186532,1.488186532,0,0,0,0,0,0,0,0,0
PJMW_landbasedwind_class3_moderate_6_anyQual:0,16,0.1,0,0.253140634,0.353140634,0,0,0,0,0,0,0,0,0
PJMW_landbasedwind_class3_moderate_7_anyQual:1,16,0.1,0,0.666213591,0.766213591,0,0,0,0,0,0,0,0,0
PJMW_landbasedwind_class3_moderate_8_anyQual:0,16,0.1,0,0.0595532,0.1595532,0,0,0,0,0,0,0,0,0
PJMW_landbasedwind_class3_moderate_9_anyQual:1,16,0.1,0,0.333866794,0.433866794,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_0_anyQual:0.0,16,0.1,0,11819.5416,11819.6416,0.325739596,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_1_anyQual:0.0,16,0.1,0,6498.422388,6498.522388,3013.103033,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_2_anyQual:0.0,16,0.1,0,2.992727937,3.092727937,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_3_anyQual:1.0,16,0.1,0,1.982163555,2.082163555,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_4_anyQual:0.0,16,0.1,0,1.461847443,1.561847443,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_5_anyQual:0.0,16,0.1,0,1.954379128,2.054379128,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_6_anyQual:1.0,16,0.1,0,1.26589898,1.36589898,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_7_anyQual:1.0,16,0.1,0,1.489690849,1.589690849,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_8_anyQual:0.0,16,0.1,0,0.979368832,1.079368832,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_9_anyQual:0.0,16,0.1,0,0.769256169,0.869256169,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_10_anyQual:1.0,16,0.1,0,0.957460014,1.057460014,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_11_anyQual:1.0,16,0.1,0,0.626531811,0.726531811,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_12_anyQual:0.0,16,0.1,0,0.49438006,0.59438006,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_13_anyQual:1.0,16,0.1,0,0.86388754,0.96388754,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_14_anyQual:1.0,16,0.1,0,0.729132059,0.829132059,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_15_anyQual:1.0,16,0.1,0,0.569298429,0.669298429,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_16_anyQual:0.0,16,0.1,0,0.734439729,0.834439729,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_17_anyQual:1.0,16,0.1,0,0.420129096,0.520129096,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_18_anyQual:1.0,16,0.1,0,0.647232134,0.747232134,0,0,0,0,0,0,0,0,0
PJMW_utilitypv_class1_moderate_19_anyQual:1.0,16,0.1,0,0.827410847,0.927410847,0,0,0,0,0,0,0,0,0
PJMW_offshorewind_class3_moderate_fixed_0_1,16,0,0,0.076352325,0.076352325,0,0,0,0,0,0,0,0,0
PJMW_offshorewind_class3_moderate_fixed_0_2,16,0,0,0.059851393,0.059851393,0,0,0,0,0,0,0,0,0
PJMW_offshorewind_class3_moderate_fixed_0_3,16,0,0,0.06157097,0.06157097,0,0,0,0,0,0,0,0,0
PJME_batteries_1,15,107,0,0,107,0,145.5,0,0,145.5,0,0,0,0
PJME_biomass_1,15,93.1,0,0,93.1,0,0,0,0,0,0,0,0,0
PJME_biomass_2,15,156.8,0,0,156.8,0,0,0,0,0,0,0,0,0
PJME_conventional_hydroelectric_1,15,1177.1,0,0,1177.1,0,0,0,0,0,0,0,0,0
PJME_conventional_steam_coal_1,15,8109,0,0,8109,0,0,0,0,0,0,0,0,0
PJME_conventional_steam_coal_2,15,1278.9,0,0,1278.9,0,0,0,0,0,0,0,0,0
PJME_hydroelectric_pumped_storage_1,15,1942,0,0,1942,0,30101,0,0,30101,0,0,0,0
PJME_natural_gas_fired_combined_cycle_1,15,4185.9,0,0,4185.9,0,0,0,0,0,0,0,0,0
PJME_natural_gas_fired_combined_cycle_2,15,22981.1,0,0,22981.1,0,0,0,0,0,0,0,0,0
PJME_natural_gas_fired_combustion_turbine_1,15,267.5,0,0,267.5,0,0,0,0,0,0,0,0,0
PJME_natural_gas_fired_combustion_turbine_2,15,3978,0,0,3978,0,0,0,0,0,0,0,0,0
PJME_natural_gas_fired_combustion_turbine_3,15,888.4,0,0,888.4,0,0,0,0,0,0,0,0,0
PJME_natural_gas_internal_combustion_engine_1,15,264.8,0,0,264.8,0,0,0,0,0,0,0,0,0
PJME_natural_gas_steam_turbine_1,15,1325.2,0,0,1325.2,0,0,0,0,0,0,0,0,0
PJME_nuclear_1,15,12829.4,0,0,12829.4,0,0,0,0,0,0,0,0,0
PJME_onshore_wind_turbine_1,15,1314.4,0,0,1314.4,0,0,0,0,0,0,0,0,0
PJME_petroleum_liquids_1,15,738.7,0,0,738.7,0,0,0,0,0,0,0,0,0
PJME_small_hydroelectric_1,15,68.5,0,0,68.5,0,0,0,0,0,0,0,0,0
PJME_solar_photovoltaic_1,15,2221.2,0,0,2221.2,0,0,0,0,0,0,0,0,0
PJME_distributed_generation_1,15,5003,0,0,5003,0,0,0,0,0,0,0,0,0
PJME_naturalgas_hframe_cc_moderate_0,15,0.2,0,0.066235281,0.266235281,0,0,0,0,0,0,0,0,0
PJME_naturalgas_fframe_ct_moderate_0,15,0.1,0,0.023886309,0.123886309,0,0,0,0,0,0,0,0,0
PJME_battery_moderate_0,15,0.4,0,0.022162469,0.422162469,0,0.4,0,0.040283254,0.440283254,0,0,0,0
PJME_nuclear_nuclear_moderate_0,15,0,0,0.036220702,0.036220702,0,0,0,0,0,0,0,0,0
PJME_hydrogen_fframe_ct_moderate_0,15,0.1,0,0.004111255,0.104111255,0,0,0,0,0,0,0,0,0
PJME_hydrogen_hframe_cc_moderate_0,15,0.1,0,0.00962873,0.10962873,0,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_0_anyQual:0,15,0.1,0,206.2993598,206.3993598,30943.42933,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_1_anyQual:0,15,0.1,0,86.99878336,87.09878336,9247.72734,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_2_anyQual:1,15,0.2,0,1663.195949,1663.395949,34459.54954,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_3_anyQual:1,15,0.1,0,64.39669502,64.49669502,9310.562625,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_4_anyQual:0,15,0.1,0,375.8896191,375.9896191,14986.44421,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_5_anyQual:0,15,0.1,0,362.4530219,362.5530219,5326.578175,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_6_anyQual:1,15,0.1,0,1013.44655,1013.54655,4742.613324,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_7_anyQual:1,15,0.1,0,1.492078985,1.592078985,0,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_8_anyQual:0,15,0.1,0,0.567759725,0.667759725,0,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_9_anyQual:0,15,0.1,0,0.060165062,0.160165062,0,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_10_anyQual:1,15,0.1,0,0.198074648,0.298074648,0,0,0,0,0,0,0,0,0
PJME_landbasedwind_class3_moderate_11_anyQual:1,15,0,0,0.12845503,0.12845503,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_0_anyQual:0.0,15,0.1,0,7715.981865,7716.081865,0.915690096,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_1_anyQual:1.0,15,0.1,0,7531.130804,7531.230804,1308.649384,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_2_anyQual:0.0,15,0.1,0,1.180885547,1.280885547,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_3_anyQual:1.0,15,0.1,0,5.898497847,5.998497847,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_4_anyQual:0.0,15,0.1,0,0.455688252,0.555688252,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_5_anyQual:1.0,15,0.1,0,0.654628165,0.754628165,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_6_anyQual:0.0,15,0.1,0,0.452346801,0.552346801,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_7_anyQual:1.0,15,0.1,0,0.544915877,0.644915877,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_8_anyQual:0.0,15,0.1,0,0.381165742,0.481165742,0,0,0,0,0,0,0,0,0
PJME_utilitypv_class1_moderate_9_anyQual:1.0,15,0.1,0,0.408065849,0.508065849,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class3_moderate_fixed_1_1,15,0,0,0.121494212,0.121494212,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class3_moderate_fixed_1_2,15,0,0,0.115591139,0.115591139,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class3_moderate_fixed_1_3,15,0,0,0.116050923,0.116050923,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class12_moderate_floating_1_1,15,0,0,0.040601824,0.040601824,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class12_moderate_floating_1_2,15,0,0,0.04019878,0.04019878,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class12_moderate_floating_1_3,15,0,0,0.030768811,0.030768811,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class3_moderate_fixed_0_1,15,0,0,0.063255614,0.063255614,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class3_moderate_fixed_0_2,15,0,0,0.060532148,0.060532148,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class3_moderate_fixed_0_3,15,0,0,0.06155549,0.06155549,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class12_moderate_floating_0_1,15,0,0,0.047339056,0.047339056,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class12_moderate_floating_0_2,15,0,0,0.046350286,0.046350286,0,0,0,0,0,0,0,0,0
PJME_offshorewind_class12_moderate_floating_0_3,15,0,0,0.046330968,0.046330968,0,0,0,0,0,0,0,0,0
PJMD_batteries_1,14,40.5,0,0,40.5,0,74.6,0,0,74.6,0,0,0,0
PJMD_biomass_1,14,85.6,0,0,85.6,0,0,0,0,0,0,0,0,0
PJMD_biomass_2,14,62.8,0,0,62.8,0,0,0,0,0,0,0,0,0
PJMD_conventional_hydroelectric_1,14,613.1,0,0,613.1,0,0,0,0,0,0,0,0,0
PJMD_conventional_steam_coal_1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_conventional_steam_coal_2,14,881,0,0,881,0,0,0,0,0,0,0,0,0
PJMD_hydroelectric_pumped_storage_1,14,3003,0,0,3003,0,46546.5,0,0,46546.5,0,0,0,0
PJMD_natural_gas_fired_combined_cycle_1,14,6969.3,0,0,6969.3,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_fired_combined_cycle_2,14,730,0,0,730,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_fired_combustion_turbine_1,14,1874,0,0,1874,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_fired_combustion_turbine_2,14,59.5,0,0,59.5,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_fired_combustion_turbine_3,14,2627,0,0,2627,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_internal_combustion_engine_1,14,2.3,0,0,2.3,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_steam_turbine_1,14,20.3,0,0,20.3,0,0,0,0,0,0,0,0,0
PJMD_nuclear_1,14,3708,0,0,3708,0,0,0,0,0,0,0,0,0
PJMD_onshore_wind_turbine_1,14,208,0,0,208,0,0,0,0,0,0,0,0,0
PJMD_petroleum_liquids_1,14,319.2,0,0,319.2,0,0,0,0,0,0,0,0,0
PJMD_small_hydroelectric_1,14,4.5,0,0,4.5,0,0,0,0,0,0,0,0,0
PJMD_solar_photovoltaic_1,14,4753.6,0,0,4753.6,0,0,0,0,0,0,0,0,0
PJMD_distributed_generation_1,14,533,0,0,533,0,0,0,0,0,0,0,0,0
PJMD_naturalgas_hframe_cc_moderate_0,14,0.1,0,0.073510228,0.173510228,0,0,0,0,0,0,0,0,0
PJMD_naturalgas_fframe_ct_moderate_0,14,0.1,0,0.02559472,0.12559472,0,0,0,0,0,0,0,0,0
PJMD_battery_moderate_0,14,0.4,0,0.022974699,0.422974699,0,0.4,0,0.041641506,0.441641506,0,0,0,0
PJMD_nuclear_nuclear_moderate_0,14,0,0,0.038905545,0.038905545,0,0,0,0,0,0,0,0,0
PJMD_hydrogen_fframe_ct_moderate_0,14,0.1,0,0.011171666,0.111171666,0,0,0,0,0,0,0,0,0
PJMD_hydrogen_hframe_cc_moderate_0,14,0.1,0,0.004114336,0.104114336,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_0_anyQual:0,14,0.1,0,1.312065331,1.412065331,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_1_anyQual:1,14,0.1,0,0.350288566,0.450288566,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_2_anyQual:0,14,0.1,0,0.706585125,0.806585125,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_3_anyQual:1,14,0,0,0.186347996,0.186347996,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_4_anyQual:0,14,0.1,0,0.446636237,0.546636237,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_5_anyQual:1,14,0.1,0,0.108846514,0.208846514,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_6_anyQual:0,14,0.1,0,0.254455293,0.354455293,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_7_anyQual:1,14,0.1,0,0.108112599,0.208112599,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_8_anyQual:0,14,0.1,0,0.17285348,0.27285348,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_9_anyQual:1,14,0.1,0,0.033504883,0.133504883,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_10_anyQual:0,14,0.1,0,0.08961839,0.18961839,0,0,0,0,0,0,0,0,0
PJMD_landbasedwind_class3_moderate_11_anyQual:1,14,0.1,0,0.032346159,0.132346159,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_0_anyQual:0.0,14,0.1,0,520.3712887,520.4712887,0.05588973,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_1_anyQual:0.0,14,0.1,0,516.1631057,516.2631057,3143.07371,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_2_anyQual:1.0,14,0.1,0,905.2542969,905.3542969,1035.472783,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_3_anyQual:0.0,14,0.1,0,3.547175515,3.647175515,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_4_anyQual:0.0,14,0.1,0,1.966427746,2.066427746,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_5_anyQual:1.0,14,0.1,0,424.5572859,424.6572859,570.4135597,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_6_anyQual:0.0,14,0.1,0,1.046707638,1.146707638,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_7_anyQual:0.0,14,0.1,0,2.059408362,2.159408362,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_8_anyQual:1.0,14,0.1,0,8.434820846,8.534820846,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_9_anyQual:0.0,14,0.1,0,0.725061876,0.825061876,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_10_anyQual:0.0,14,0.1,0,1.084647012,1.184647012,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_11_anyQual:1.0,14,0.1,0,1.704116788,1.804116788,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_12_anyQual:0.0,14,0.1,0,0.490950062,0.590950062,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_13_anyQual:0.0,14,0.1,0,0.938816477,1.038816477,0,0,0,0,0,0,0,0,0
PJMD_utilitypv_class1_moderate_14_anyQual:1.0,14,0.1,0,1.042450388,1.142450388,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class3_moderate_fixed_1_1,14,0,0,0.101991915,0.101991915,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class3_moderate_fixed_1_2,14,0,0,0.103427362,0.103427362,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class3_moderate_fixed_1_3,14,0,0,0.10005178,0.10005178,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class12_moderate_floating_1_1,14,0,0,0.067809823,0.067809823,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class12_moderate_floating_1_2,14,0,0,0.069159478,0.069159478,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class12_moderate_floating_1_3,14,0,0,0.070600774,0.070600774,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class3_moderate_fixed_0_1,14,0,0,0.059919067,0.059919067,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class3_moderate_fixed_0_2,14,0,0,0.061233717,0.061233717,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class3_moderate_fixed_0_3,14,0,0,0.062649245,0.062649245,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class12_moderate_floating_0_1,14,0,0,0.039313713,0.039313713,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class12_moderate_floating_0_2,14,0,0,0.041049453,0.041049453,0,0,0,0,0,0,0,0,0
PJMD_offshorewind_class12_moderate_floating_0_3,14,0,0,0.039703324,0.039703324,0,0,0,0,0,0,0,0,0
PJMC_batteries_1,13,95.8,0,0,95.8,0,171.6,0,0,171.6,0,0,0,0
PJMC_biomass_1,13,14.5,0,0,14.5,0,0,0,0,0,0,0,0,0
PJMC_biomass_2,13,15.9,0,0,15.9,0,0,0,0,0,0,0,0,0
PJMC_conventional_hydroelectric_1,13,11.2,0,0,11.2,0,0,0,0,0,0,0,0,0
PJMC_conventional_steam_coal_1,13,1538,0,0,1538,0,0,0,0,0,0,0,0,0
PJMC_conventional_steam_coal_2,13,1108,0,0,1108,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_fired_combined_cycle_1,13,4843.4,0,0,4843.4,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_fired_combined_cycle_2,13,195,0,0,195,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_fired_combustion_turbine_1,13,101.8,0,0,101.8,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_fired_combustion_turbine_2,13,8523.9,0,0,8523.9,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_internal_combustion_engine_1,13,118.5,0,0,118.5,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_steam_turbine_1,13,44.2,0,0,44.2,0,0,0,0,0,0,0,0,0
PJMC_nuclear_1,13,10898.1,0,0,10898.1,0,0,0,0,0,0,0,0,0
PJMC_onshore_wind_turbine_1,13,4488.8,0,0,4488.8,0,0,0,0,0,0,0,0,0
PJMC_petroleum_liquids_1,13,55.3,0,0,55.3,0,0,0,0,0,0,0,0,0
PJMC_small_hydroelectric_1,13,9.4,0,0,9.4,0,0,0,0,0,0,0,0,0
PJMC_solar_photovoltaic_1,13,344.1,0,0,344.1,0,0,0,0,0,0,0,0,0
PJMC_distributed_generation_1,13,500,0,0,500,0,0,0,0,0,0,0,0,0
PJMC_naturalgas_hframe_cc_95_ccs_moderate_0,13,0,0,0.090590607,0.090590607,0,0,0,0,0,0,0,0,0
PJMC_naturalgas_hframe_cc_moderate_0,13,0.1,0,0.043499335,0.143499335,0,0,0,0,0,0,0,0,0
PJMC_naturalgas_fframe_ct_moderate_0,13,0.1,0,0.01147649,0.11147649,0,0,0,0,0,0,0,0,0
PJMC_battery_moderate_0,13,0.4,0,0.02280463,0.42280463,0,0.4,0,0.047153293,0.447153293,0,0,0,0
PJMC_nuclear_nuclear_moderate_0,13,0,0,0.028259759,0.028259759,0,0,0,0,0,0,0,0,0
PJMC_hydrogen_fframe_ct_moderate_0,13,0.1,0,0.002053576,0.102053576,0,0,0,0,0,0,0,0,0
PJMC_hydrogen_hframe_cc_moderate_0,13,0.1,0,0.012206346,0.112206346,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_0_anyQual:0.0,13,0.1,0,1.139849664,1.239849664,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_1_anyQual:1.0,13,0,0,0.82895914,0.82895914,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_2_anyQual:0.0,13,0.1,0,0.904068424,1.004068424,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_3_anyQual:1.0,13,0,0,0.737549007,0.737549007,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_4_anyQual:0.0,13,0.1,0,0.798387865,0.898387865,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_5_anyQual:1.0,13,0,0,0.709812477,0.709812477,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_6_anyQual:0.0,13,0.1,0,0.717246389,0.817246389,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_7_anyQual:1.0,13,0,0,0.616119202,0.616119202,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_8_anyQual:0.0,13,0.1,0,0.63704674,0.73704674,0,0,0,0,0,0,0,0,0
PJMC_utilitypv_class1_moderate_9_anyQual:1.0,13,0,0,0.598913114,0.598913114,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_0_anyQual:0,13,0.1,0,0.239145862,0.339145862,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_1_anyQual:1,13,0.1,0,0.196547491,0.296547491,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_2_anyQual:0,13,0.1,0,0.239236468,0.339236468,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_3_anyQual:1,13,0.1,0,0.107681154,0.207681154,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_4_anyQual:0,13,0.1,0,0.249643878,0.349643878,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_5_anyQual:1,13,0.1,0,0.167991259,0.267991259,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_6_anyQual:0,13,0.1,0,0.24660909,0.34660909,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_7_anyQual:1,13,0.1,0,0.128465613,0.228465613,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_8_anyQual:0,13,0.1,0,0.239808417,0.339808417,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_9_anyQual:1,13,0.1,0,0.128456615,0.228456615,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_10_anyQual:0,13,0.1,0,0.201704926,0.301704926,0,0,0,0,0,0,0,0,0
PJMC_landbasedwind_class3_moderate_11_anyQual:1,13,0.1,0,0.126104597,0.226104597,0,0,0,0,0,0,0,0,0
PJMC_offshorewind_class3_moderate_fixed_0_1,13,0,0,0.077673129,0.077673129,0,0,0,0,0,0,0,0,0
PJMC_offshorewind_class3_moderate_fixed_0_2,13,0,0,0.074733323,0.074733323,0,0,0,0,0,0,0,0,0
PJMC_offshorewind_class3_moderate_fixed_0_3,13,0,0,0.073289208,0.073289208,0,0,0,0,0,0,0,0,0
PJMC_offshorewind_class12_moderate_floating_0_1,13,0,0,0.040338238,0.040338238,0,0,0,0,0,0,0,0,0
PJMC_offshorewind_class12_moderate_floating_0_2,13,0,0,0.038050719,0.038050719,0,0,0,0,0,0,0,0,0
PJMC_offshorewind_class12_moderate_floating_0_3,13,0,0,0.033513968,0.033513968,0,0,0,0,0,0,0,0,0
NYUP_batteries_1,12,170,0,0,170,0,394.4,0,0,394.4,0,0,0,0
NYUP_biomass_1,12,81.7,0,0,81.7,0,0,0,0,0,0,0,0,0
NYUP_biomass_2,12,47.9,0,0,47.9,0,0,0,0,0,0,0,0,0
NYUP_conventional_hydroelectric_1,12,3522.3,0,0,3522.3,0,0,0,0,0,0,0,0,0
NYUP_hydroelectric_pumped_storage_1,12,1406.7,0,0,1406.7,0,21803.8,0,0,21803.8,0,0,0,0
NYUP_natural_gas_fired_combined_cycle_1,12,6565.9,0,0,6565.9,0,0,0,0,0,0,0,0,0
NYUP_natural_gas_fired_combined_cycle_2,12,1836.7,0,0,1836.7,0,0,0,0,0,0,0,0,0
NYUP_natural_gas_fired_combustion_turbine_1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
NYUP_natural_gas_fired_combustion_turbine_2,12,57.6,0,0,57.6,0,0,0,0,0,0,0,0,0
NYUP_natural_gas_internal_combustion_engine_1,12,19.5,0,0,19.5,0,0,0,0,0,0,0,0,0
NYUP_natural_gas_steam_turbine_1,12,49.2,0,0,49.2,0,0,0,0,0,0,0,0,0
NYUP_nuclear_1,12,3358.3,0,0,3358.3,0,0,0,0,0,0,0,0,0
NYUP_onshore_wind_turbine_1,12,3389,0,0,3389,0,0,0,0,0,0,0,0,0
NYUP_petroleum_liquids_1,12,75.5,0,0,75.5,0,0,0,0,0,0,0,0,0
NYUP_small_hydroelectric_1,12,445,0,0,445,0,0,0,0,0,0,0,0,0
NYUP_solar_photovoltaic_1,12,1742.8,0,0,1742.8,0,0,0,0,0,0,0,0,0
NYUP_distributed_generation_1,12,670,0,0,670,0,0,0,0,0,0,0,0,0
NYUP_naturalgas_hframe_cc_moderate_0,12,0.1,0,0.069717834,0.169717834,0,0,0,0,0,0,0,0,0
NYUP_naturalgas_fframe_ct_moderate_0,12,0.1,0,0.022368605,0.122368605,0,0,0,0,0,0,0,0,0
NYUP_battery_moderate_0,12,0.4,0,0.138622683,0.538622683,0,0.4,0,0.191090941,0.591090941,0,0,0,0
NYUP_nuclear_nuclear_moderate_0,12,0,0,0.034515948,0.034515948,0,0,0,0,0,0,0,0,0
NYUP_hydrogen_fframe_ct_moderate_0,12,0.1,0,0.006190377,0.106190377,0,0,0,0,0,0,0,0,0
NYUP_hydrogen_hframe_cc_moderate_0,12,0.1,0,0.00341503,0.10341503,0,0,0,0,0,0,0,0,0
NYUP_landbasedwind_class3_moderate_0_anyQual:0,12,0.1,0,0.443263273,0.543263273,0,0,0,0,0,0,0,0,0
NYUP_landbasedwind_class3_moderate_1_anyQual:1,12,0.1,0,0.346831493,0.446831493,0,0,0,0,0,0,0,0,0
